rtcode,yr,cmdcode,export
144,2020,94,45880818
144,2020,95,72504194
144,2020,96,37520858
144,2020,97,215204
156,2020,1,599665085
156,2020,2,710791472
156,2020,3,10710803005
156,2020,4,576249879
156,2020,5,1826547368
156,2020,6,472625755
156,2020,7,9671900149
156,2020,8,7063595973
156,2020,9,4035222305
156,2020,10,959662739
156,2020,11,692543564
156,2020,12,2874554770
156,2020,13,1636441918
156,2020,14,157075912
156,2020,15,1439275015
156,2020,16,9164993229
156,2020,17,1702783574
156,2020,18,327418154
156,2020,19,2009527509
156,2020,20,7610993301
156,2020,21,4559733175
156,2020,22,2023105932
156,2020,23,2922172738
156,2020,24,778777784
156,2020,25,3102432892
156,2020,26,1942480630
156,2020,27,31442592572
156,2020,28,15204048627
156,2020,29,56953837176
156,2020,30,13207628725
156,2020,31,6567197551
156,2020,32,7831625996
156,2020,33,5188133502
156,2020,34,5251974443
156,2020,35,3412078991
156,2020,36,726120984
156,2020,37,932724264
156,2020,38,22152577179
156,2020,39,96378231416
156,2020,40,22530728115
156,2020,41,644425053
156,2020,42,22669988678
156,2020,43,3290593424
156,2020,44,13540798148
156,2020,45,28282978
156,2020,46,1657742192
156,2020,47,115010164
156,2020,48,20880975661
156,2020,49,3489390809
156,2020,50,511474101
156,2020,51,1544596264
156,2020,52,10998836956
156,2020,53,918647086
156,2020,54,18190688508
156,2020,55,10060549998
156,2020,56,8170412501
156,2020,57,2963540370
156,2020,58,4092946722
156,2020,59,6711962630
156,2020,60,16268815692
156,2020,61,62227840881
156,2020,62,62275543949
156,2020,63,75584824210
156,2020,64,38111192781
156,2020,65,4026426671
156,2020,66,2396699204
156,2020,67,8542953089
156,2020,68,12621152304
156,2020,69,25113297058
156,2020,70,18340507101
156,2020,71,18431529474
156,2020,72,33395752521
156,2020,73,71017191105
156,2020,74,6172481291
156,2020,75,547847460
156,2020,76,24589847917
156,2020,78,42163340
156,2020,79,242002669
156,2020,80,126851513
156,2020,81,2735662922
156,2020,82,17164457972
156,2020,83,20170940148
156,2020,84,440020920057
152,2020,85,285959025
152,2020,86,2574906
152,2020,87,396453394
152,2020,88,851588505
152,2020,89,49799588
152,2020,90,53073408
152,2020,91,4520511
152,2020,92,3558793
152,2020,93,18480
152,2020,94,25842763
152,2020,95,65639641
152,2020,96,26351619
152,2020,97,386171
170,2020,1,151568663
170,2020,2,126378449
170,2020,3,126329075
170,2020,4,16716415
170,2020,5,34800224
170,2020,6,1431333303
170,2020,7,24072516
170,2020,8,1284273191
170,2020,9,2537462373
170,2020,10,5139389
170,2020,11,78104404
170,2020,12,33250147
170,2020,13,6244362
170,2020,14,436597
170,2020,15,598833388
170,2020,16,32592231
170,2020,17,506153567
170,2020,18,109913246
170,2020,19,155192376
170,2020,20,98138047
170,2020,21,383200477
170,2020,22,31979408
170,2020,23,34142961
170,2020,24,17997178
170,2020,25,15731514
170,2020,26,85180278
170,2020,27,12934896892
170,2020,28,85622857
170,2020,29,97716053
170,2020,30,361505966
170,2020,31,47278821
170,2020,32,83619335
170,2020,33,423308714
170,2020,34,171596683
170,2020,35,53059187
170,2020,36,53435
170,2020,37,304091
170,2020,38,443065113
170,2020,39,1322810948
170,2020,40,86154452
170,2020,41,29011885
170,2020,42,40954166
170,2020,43,5010685
170,2020,44,44058006
170,2020,45,75723
170,2020,46,368808
170,2020,47,3027059
170,2020,48,243825263
170,2020,49,27423658
170,2020,50,1426
170,2020,51,3766
170,2020,52,8247046
170,2020,53,866644
170,2020,54,44927333
170,2020,55,9391483
170,2020,56,11029771
170,2020,57,617794
170,2020,58,10578820
170,2020,59,29131037
170,2020,60,38313219
170,2020,61,128559100
170,2020,62,197522362
170,2020,63,94895655
170,2020,64,19410953
170,2020,65,5573079
170,2020,66,483850
170,2020,67,93128
170,2020,68,39219929
170,2020,69,65461103
170,2020,70,135515429
170,2020,71,2994963783
170,2020,72,478044793
170,2020,73,140285173
170,2020,74,155565211
170,2020,75,160866
170,2020,76,320484314
170,2020,78,6812745
170,2020,79,289469
170,2020,80,71142
170,2020,81,1201302
170,2020,82,52338220
170,2020,83,26107556
170,2020,84,358008330
156,2020,85,709932703748
170,2020,85,512025034
156,2020,86,9787017454
170,2020,86,902518
156,2020,87,76223937652
170,2020,87,356092417
156,2020,88,2457461078
170,2020,88,27351852
156,2020,89,21740380417
170,2020,89,3136026
156,2020,90,80226837137
170,2020,90,87139523
156,2020,91,3632618909
170,2020,91,1366684
156,2020,92,1883798839
170,2020,92,632591
156,2020,93,184572898
170,2020,93,9214777
156,2020,94,109366914538
170,2020,94,104966841
156,2020,95,71523830964
170,2020,95,15930048
156,2020,96,18459148173
170,2020,96,121213020
156,2020,97,684217169
170,2020,97,4119632
156,2020,99,24996277382
170,2020,99,7632238
174,2020,9,12769018
174,2020,18,14424
174,2020,22,134492
174,2020,24,26293
174,2020,25,387
174,2020,27,3
174,2020,33,4713718
174,2020,40,4779
174,2020,42,1158
174,2020,44,1586
174,2020,48,1779
174,2020,49,16194
174,2020,57,1595
174,2020,61,8296
174,2020,62,19157
174,2020,64,39437
174,2020,69,1025
174,2020,70,3168
174,2020,71,3099
174,2020,72,252718
174,2020,73,60452
174,2020,76,54120
174,2020,82,14399
174,2020,83,1709
174,2020,84,434244
174,2020,85,67355
174,2020,86,39926
174,2020,87,112272
174,2020,89,14543
174,2020,90,6471
174,2020,92,1253
174,2020,94,24567
174,2020,95,10883
174,2020,96,936507
174,2020,97,3988
178,2020,1,38484
178,2020,2,172417
178,2020,3,5398057
178,2020,4,4360
178,2020,5,17688
178,2020,6,641
178,2020,7,291291
178,2020,8,12330
178,2020,10,570879
178,2020,11,1603886
178,2020,12,550623
178,2020,13,218119
178,2020,14,38913
178,2020,15,637945
178,2020,16,15151
178,2020,17,2039571
178,2020,18,1027660
178,2020,19,14197
178,2020,20,31175
178,2020,21,755121
178,2020,22,2254451
178,2020,23,2579685
178,2020,24,703075
178,2020,25,5251912
178,2020,26,826146
178,2020,27,3675309132
178,2020,28,421947
178,2020,29,215698
178,2020,30,93929
178,2020,32,2644
178,2020,33,1591870
178,2020,34,135955
178,2020,35,66360
178,2020,36,3823
178,2020,37,701
178,2020,38,192905
178,2020,39,547150
178,2020,40,566764
178,2020,41,27780
178,2020,42,169810
178,2020,44,334044426
178,2020,45,16
178,2020,48,19620
178,2020,49,7399
178,2020,52,26615
178,2020,53,5131
178,2020,54,7696
178,2020,55,11519
178,2020,56,164171
178,2020,59,5880
178,2020,60,3420
178,2020,61,6124
178,2020,62,47218
178,2020,63,472787
178,2020,64,7463
178,2020,65,1016
178,2020,68,52736
178,2020,69,1856
178,2020,70,25925
178,2020,71,388255
178,2020,72,1346680
178,2020,73,15323532
178,2020,74,39490045
178,2020,75,3171
178,2020,76,192244
178,2020,78,170982
178,2020,80,52
178,2020,82,1766446
178,2020,83,903371
178,2020,84,40982133
178,2020,85,6109400
178,2020,86,2674152
178,2020,87,2685189
178,2020,88,24431242
178,2020,89,699486078
178,2020,90,12656930
188,2020,1,8576163
188,2020,2,126433991
188,2020,3,61484791
188,2020,4,144563893
188,2020,5,7106533
188,2020,6,119715695
188,2020,7,170005739
188,2020,8,2174539198
188,2020,9,340530944
188,2020,10,6043612
188,2020,11,13398338
188,2020,12,20908418
188,2020,13,4049905
188,2020,14,526021
188,2020,15,192264496
188,2020,16,64071064
188,2020,17,99181689
188,2020,18,9944582
188,2020,19,139311465
188,2020,20,346879617
188,2020,21,610095034
188,2020,22,74635000
188,2020,23,51194752
188,2020,24,3271989
188,2020,25,26223575
188,2020,26,1293144
188,2020,27,1873476
188,2020,28,12683919
188,2020,29,5385919
188,2020,30,381100312
188,2020,31,25489729
188,2020,32,89862925
188,2020,33,28102403
188,2020,34,50036317
188,2020,35,12264161
188,2020,36,12945458
188,2020,37,106588
188,2020,38,116420012
188,2020,39,354484586
188,2020,40,226002660
188,2020,41,3205048
188,2020,42,5315569
188,2020,43,1125
188,2020,44,56276640
188,2020,45,518
188,2020,46,33033
188,2020,47,8616904
188,2020,48,85307549
188,2020,49,7152490
188,2020,51,736
188,2020,52,25057389
188,2020,53,965593
188,2020,54,17902696
188,2020,55,9245782
188,2020,56,5875870
188,2020,57,56673
188,2020,58,2187870
188,2020,59,8538242
188,2020,60,218612
188,2020,61,23237628
188,2020,62,2399240
188,2020,63,8153993
188,2020,64,992043
188,2020,65,6514597
188,2020,66,187444
188,2020,67,106393
178,2020,91,254902
178,2020,92,884
178,2020,94,1461189
178,2020,95,8084
178,2020,96,48383
178,2020,97,342
178,2020,99,3397498
191,2020,1,124611568
191,2020,2,90227097
191,2020,3,217788026
191,2020,4,84789611
191,2020,5,8079904
191,2020,6,4620933
191,2020,7,62160764
191,2020,8,53437976
191,2020,9,25956436
191,2020,10,367265005
191,2020,11,24650671
191,2020,12,207792595
191,2020,13,1567941
191,2020,14,75167
191,2020,15,89036672
191,2020,16,138793953
191,2020,17,58993627
191,2020,18,180143401
191,2020,19,206794237
191,2020,20,62075809
191,2020,21,250193563
191,2020,22,159127940
191,2020,23,92052028
191,2020,24,185749867
191,2020,25,262277180
191,2020,26,12038282
191,2020,27,1537709507
191,2020,28,47197881
191,2020,29,98529173
191,2020,30,1158694372
191,2020,31,181715950
191,2020,32,69441594
191,2020,33,269712818
191,2020,34,76592995
191,2020,35,7124863
191,2020,36,15509740
191,2020,37,2693601
191,2020,38,117698465
191,2020,39,511573851
191,2020,40,105805559
191,2020,41,53946219
191,2020,42,156915334
191,2020,43,2013415
191,2020,44,901514008
191,2020,45,222390
191,2020,46,373092
191,2020,47,33920220
191,2020,48,296310336
191,2020,49,56748269
191,2020,50,98008
191,2020,51,7383234
191,2020,52,9901344
191,2020,53,2963865
191,2020,54,30101135
191,2020,55,27072129
188,2020,68,32213650
188,2020,69,2912929
188,2020,70,66610257
188,2020,71,62048798
188,2020,72,137912439
188,2020,73,90800361
188,2020,74,18748059
188,2020,75,34283120
188,2020,76,52379411
188,2020,78,13082873
188,2020,79,296461
188,2020,80,218257
188,2020,81,2653443
188,2020,82,4609872
188,2020,83,29950540
188,2020,84,86860265
188,2020,85,428841918
188,2020,86,960532
188,2020,87,9710893
188,2020,88,7441694
188,2020,89,7899740
188,2020,90,3926732997
188,2020,91,537924
188,2020,92,329721
188,2020,93,96466
188,2020,94,35568198
188,2020,95,26747816
188,2020,96,131416319
188,2020,97,332367
196,2020,1,628502
196,2020,2,5167569
196,2020,3,31752776
196,2020,4,310156335
196,2020,5,4029730
196,2020,6,44634
196,2020,7,43421217
196,2020,8,15968492
196,2020,9,7088685
196,2020,10,143924
196,2020,11,2402860
196,2020,12,5942981
196,2020,13,1401364
196,2020,15,7351830
196,2020,16,473829
196,2020,17,385338
196,2020,18,1517533
196,2020,19,3875402
196,2020,20,33385997
196,2020,21,8442121
196,2020,22,38955881
196,2020,23,7216983
196,2020,24,32987329
196,2020,25,19413921
196,2020,27,495463832
196,2020,28,108146
196,2020,29,42417387
196,2020,30,432046189
196,2020,31,22921
196,2020,32,2643465
196,2020,33,13111755
196,2020,34,3900585
196,2020,35,418729
196,2020,37,693
196,2020,38,10006642
196,2020,39,28912310
196,2020,40,1548303
196,2020,41,4205120
196,2020,42,2074909
196,2020,43,3629
196,2020,44,625386
196,2020,45,35
196,2020,46,4231
196,2020,47,3228791
196,2020,48,2682431
196,2020,49,623023
196,2020,51,56462
196,2020,52,59926
196,2020,53,107
196,2020,54,42573
196,2020,55,79868
191,2020,56,30771075
196,2020,56,10593
191,2020,57,1550700
196,2020,57,17015
191,2020,58,12538899
196,2020,58,2167
191,2020,59,18504901
196,2020,59,177309
191,2020,60,12797540
196,2020,60,33538
191,2020,61,512214645
196,2020,61,5225089
191,2020,62,187400362
196,2020,62,7931409
191,2020,63,42824111
196,2020,63,1985745
191,2020,64,287786349
196,2020,64,7812416
191,2020,65,19756228
196,2020,65,105556
191,2020,66,10331352
196,2020,66,1742
191,2020,67,379734
196,2020,67,749991
191,2020,68,168896066
196,2020,68,229935
191,2020,69,44529275
196,2020,69,241588
191,2020,70,208763038
196,2020,70,1011221
191,2020,71,93872674
196,2020,71,15133427
191,2020,72,228532207
196,2020,72,22207271
191,2020,73,553819305
196,2020,73,19235817
191,2020,74,56041901
196,2020,74,11039323
191,2020,75,965407
196,2020,75,81
191,2020,76,552983526
196,2020,76,18685771
191,2020,78,11105646
196,2020,78,41844
191,2020,79,1634648
196,2020,79,92230
191,2020,80,37932
191,2020,81,12711040
196,2020,81,350
191,2020,82,30071436
196,2020,82,6479640
191,2020,83,40712986
196,2020,83,969786
191,2020,84,1356227636
196,2020,84,100368478
191,2020,85,1541510778
196,2020,85,120768659
191,2020,86,116492165
196,2020,86,1576747
191,2020,87,769070392
196,2020,87,18475448
191,2020,88,23640386
196,2020,88,25472910
191,2020,89,266322343
196,2020,89,967675207
191,2020,90,221530852
196,2020,90,28187111
191,2020,91,10293638
196,2020,91,24486057
191,2020,92,3700719
196,2020,92,58993
191,2020,93,125211792
196,2020,93,5224446
191,2020,94,522379141
196,2020,94,11948336
191,2020,95,41377659
196,2020,95,3899931
191,2020,96,38584895
196,2020,96,2095492
191,2020,97,302365
196,2020,97,315707
191,2020,99,63318934
196,2020,99,80678708
203,2020,1,349271011
203,2020,2,201996606
203,2020,3,168740043
203,2020,4,916646940
203,2020,5,51584250
203,2020,6,38946787
203,2020,7,125812093
203,2020,8,174316866
203,2020,9,208617376
203,2020,10,699650992
203,2020,11,145301575
203,2020,12,391011357
203,2020,13,60146626
203,2020,14,4953006
203,2020,15,398379788
203,2020,16,268293104
203,2020,17,328487450
203,2020,18,314011989
203,2020,19,754720453
203,2020,20,197817744
203,2020,21,830034897
203,2020,22,730180780
203,2020,23,888093499
203,2020,24,1012918267
203,2020,25,272925943
203,2020,26,35060554
203,2020,27,2308111948
203,2020,28,526773143
203,2020,29,958822379
203,2020,30,3186603725
203,2020,31,136824133
203,2020,32,596283416
203,2020,33,1888488306
203,2020,34,1026261153
203,2020,35,67995888
203,2020,36,245774092
203,2020,37,36459778
203,2020,38,1294501577
203,2020,39,6467958795
203,2020,40,3542037172
203,2020,41,37808254
203,2020,42,357585122
203,2020,43,3669768
203,2020,44,2640818051
203,2020,45,1221749
203,2020,46,3486654
203,2020,47,311643322
203,2020,48,1771963990
203,2020,49,905320617
203,2020,50,106383
203,2020,51,275805204
203,2020,52,102809861
203,2020,53,7046796
203,2020,54,306378353
203,2020,55,105528081
203,2020,56,529298983
203,2020,57,123327936
203,2020,58,65811717
203,2020,59,329804661
203,2020,60,101192992
203,2020,61,1127952702
203,2020,62,1153483782
203,2020,63,776862920
203,2020,64,987248158
203,2020,65,89235969
203,2020,66,35228443
203,2020,67,13704065
203,2020,68,749702892
203,2020,69,593591057
203,2020,70,1814432725
203,2020,71,721289220
203,2020,72,3576498177
204,2020,1,9772
208,2020,1,1526928384
204,2020,2,16607
208,2020,2,4120832798
204,2020,3,123074
208,2020,3,2938254581
204,2020,4,423641
208,2020,4,2597980899
208,2020,5,209686262
204,2020,6,11882
208,2020,6,484602112
204,2020,7,92611
208,2020,7,196238821
204,2020,8,60154582
208,2020,8,124652705
204,2020,9,9273
208,2020,9,78153775
204,2020,10,187135
208,2020,10,361286924
204,2020,11,1431215
208,2020,11,339242701
204,2020,12,61260397
208,2020,12,531084895
204,2020,13,12759
208,2020,13,290626566
204,2020,14,72022
208,2020,14,14034131
204,2020,15,17263826
208,2020,15,819395028
204,2020,16,3134
208,2020,16,1349520611
204,2020,17,1639169
208,2020,17,332092670
204,2020,18,3247
208,2020,18,160468906
204,2020,19,1274473
208,2020,19,1383064427
204,2020,20,13911110
208,2020,20,237487791
204,2020,21,995604
208,2020,21,1135670999
204,2020,22,1502679
208,2020,22,956138968
204,2020,23,31903539
208,2020,23,1047962667
204,2020,24,1645
208,2020,24,223497748
204,2020,25,18385642
208,2020,25,270233445
204,2020,26,2176
208,2020,26,7064482
204,2020,27,37790497
208,2020,27,2803196907
204,2020,28,212125
208,2020,28,167901327
204,2020,30,2708019
204,2020,31,606146
204,2020,32,1555153
204,2020,33,291740
204,2020,34,746021
204,2020,35,5659
204,2020,36,4797
204,2020,38,131179
204,2020,39,2547388
204,2020,40,681019
204,2020,41,99559
204,2020,42,4328
204,2020,43,79227
204,2020,44,21164244
204,2020,46,36933
204,2020,47,6965
204,2020,48,260165
204,2020,49,377948
204,2020,52,472908604
204,2020,54,95924
204,2020,55,8766
204,2020,56,3802
204,2020,58,3490
204,2020,59,257579
204,2020,61,118432
204,2020,62,297697
204,2020,63,1401325
204,2020,64,121107
204,2020,67,954
204,2020,68,328812
204,2020,69,9685
204,2020,70,453414
204,2020,71,14776675
204,2020,72,24736404
203,2020,73,6231321176
204,2020,73,8164647
203,2020,74,479151815
204,2020,74,226694
203,2020,75,56576867
203,2020,76,1797674814
204,2020,76,209345
203,2020,78,130789939
203,2020,79,44861936
203,2020,80,5074446
203,2020,81,103695978
203,2020,82,1021975594
204,2020,82,26798
203,2020,83,1466617717
204,2020,83,85111
203,2020,84,38675933331
204,2020,84,13884428
203,2020,85,37423621623
204,2020,85,22338468
203,2020,86,1012625383
204,2020,86,650613
203,2020,87,36357757758
204,2020,87,3740393
203,2020,88,526484914
204,2020,88,11421
203,2020,89,29028753
204,2020,89,31739
203,2020,90,3946736573
204,2020,90,708786
203,2020,91,114429805
203,2020,92,73349327
203,2020,93,575329855
203,2020,94,5151702519
204,2020,94,389410
203,2020,95,3852756558
204,2020,95,444
203,2020,96,1432480854
204,2020,96,26611
203,2020,97,26104136
204,2020,97,41602
203,2020,99,300624029
214,2020,1,2430689
218,2020,1,1037928
214,2020,2,5986766
218,2020,2,99471
214,2020,3,10042840
218,2020,3,4162792182
214,2020,4,6580272
218,2020,4,858154
214,2020,5,31796
218,2020,5,2044419
214,2020,6,5812209
218,2020,6,845741398
214,2020,7,81580589
218,2020,7,225029880
214,2020,8,361319015
218,2020,8,3891965474
214,2020,9,8910065
218,2020,9,26392290
214,2020,10,3339463
218,2020,10,37627333
214,2020,11,52825602
218,2020,11,7546498
214,2020,12,2819735
218,2020,12,4495403
214,2020,13,7746826
218,2020,13,406326
214,2020,14,36830
218,2020,14,1660719
214,2020,15,33481129
218,2020,15,168248894
214,2020,16,5879851
214,2020,17,133881893
214,2020,18,192367554
214,2020,19,57179000
214,2020,20,54113762
214,2020,21,109443000
214,2020,22,135587263
214,2020,23,10421690
214,2020,24,937076176
214,2020,25,67763877
214,2020,26,20409158
214,2020,27,31923981
214,2020,28,7646151
208,2020,29,2203563640
214,2020,29,26950875
208,2020,30,19066345859
214,2020,30,469190048
208,2020,31,88313259
214,2020,31,25581402
208,2020,32,608306149
214,2020,32,12334794
208,2020,33,676992787
214,2020,33,113017581
208,2020,34,702436547
214,2020,34,54292101
208,2020,35,1980008013
214,2020,35,2754958
208,2020,36,8938901
214,2020,36,53683
208,2020,37,4475132
214,2020,37,543779
208,2020,38,1780499204
214,2020,38,21937705
208,2020,39,2685376128
214,2020,39,399760980
208,2020,40,333339056
214,2020,40,4716432
208,2020,41,84610664
214,2020,41,8767551
208,2020,42,256261507
214,2020,42,10649938
208,2020,43,329239067
214,2020,43,9304
208,2020,44,929329646
214,2020,44,2473735
208,2020,45,13663635
214,2020,45,852
208,2020,46,19782292
214,2020,46,159497
208,2020,47,50616006
214,2020,47,10613046
208,2020,48,880648187
214,2020,48,98696917
208,2020,49,230050716
214,2020,49,3792405
208,2020,50,490602
214,2020,50,321
208,2020,51,73130019
214,2020,51,19405
208,2020,52,51015106
214,2020,52,120503640
208,2020,53,4870408
214,2020,53,11653
208,2020,54,56390410
214,2020,54,7789372
208,2020,55,181279748
214,2020,55,3551576
208,2020,56,252215909
214,2020,56,3567693
208,2020,57,176687051
214,2020,57,45663
208,2020,58,26407415
214,2020,58,9253082
208,2020,59,48775647
214,2020,59,8867111
208,2020,60,65002824
214,2020,60,1141097
208,2020,61,1966693369
214,2020,61,322788977
208,2020,62,2394586246
214,2020,62,79659571
208,2020,63,415139691
214,2020,63,109043862
208,2020,64,518954246
214,2020,64,213659320
208,2020,65,45426417
214,2020,65,982692
208,2020,66,7159051
214,2020,66,458859
208,2020,67,5498831
214,2020,67,2899645
208,2020,68,386150277
214,2020,68,9191137
208,2020,69,255594544
214,2020,69,17224805
208,2020,70,347577811
214,2020,70,3366984
208,2020,71,188228388
214,2020,71,2203354712
208,2020,72,1263933593
214,2020,72,452594861
208,2020,73,2476568665
214,2020,73,49923082
208,2020,74,249691540
214,2020,74,17042121
208,2020,75,12307709
214,2020,75,135084
208,2020,76,1062080818
214,2020,76,57469039
208,2020,78,4842170
214,2020,78,5745944
208,2020,79,28216771
214,2020,79,734107
208,2020,80,3519832
214,2020,80,1617
208,2020,81,7249840
214,2020,81,100
208,2020,82,195990840
214,2020,82,3084116
208,2020,83,479052716
214,2020,83,52497848
208,2020,84,14074178049
214,2020,84,105222030
208,2020,85,8573428550
214,2020,85,1166075109
208,2020,86,54974092
214,2020,86,144473
208,2020,87,3021060321
214,2020,87,12073919
208,2020,88,273296110
214,2020,88,1964187
208,2020,89,417818337
214,2020,89,1040249
208,2020,90,4119646552
214,2020,90,1075950019
208,2020,91,56366025
214,2020,91,4387873
208,2020,92,20593799
214,2020,92,117991
208,2020,93,33379861
214,2020,93,52461
208,2020,94,3154338376
214,2020,94,24559853
208,2020,95,796464866
214,2020,95,13760291
208,2020,96,362797859
214,2020,96,69443763
208,2020,97,84231762
214,2020,97,415392
208,2020,99,937753232
218,2020,16,1196113993
218,2020,17,33757347
218,2020,18,935023633
218,2020,19,18802702
218,2020,20,237461587
218,2020,21,71658313
218,2020,22,16383901
218,2020,23,138390720
218,2020,24,73593481
218,2020,25,17917788
218,2020,26,668435554
218,2020,27,5304126524
218,2020,28,3142309
218,2020,29,3556190
218,2020,30,27623149
218,2020,31,3280264
218,2020,32,9311556
218,2020,33,6393404
218,2020,34,14994423
218,2020,35,19043389
218,2020,36,363276
218,2020,37,37385
218,2020,38,17936283
218,2020,39,108380987
218,2020,40,43030043
218,2020,41,5155212
218,2020,42,417374
218,2020,43,10
218,2020,44,822247269
218,2020,45,11676
218,2020,46,284986
218,2020,47,176287
218,2020,48,22252720
218,2020,49,2020082
218,2020,51,265047
218,2020,52,19649148
218,2020,53,32736068
218,2020,54,5312703
218,2020,55,3445366
218,2020,56,4631631
218,2020,57,306387
218,2020,58,303565
218,2020,59,319141
218,2020,60,631486
218,2020,61,10692507
218,2020,62,7725150
218,2020,63,18421095
218,2020,64,20221134
218,2020,65,11353676
218,2020,66,1933
218,2020,67,47806
218,2020,68,5295475
218,2020,69,27368785
218,2020,70,13050426
218,2020,71,401958663
218,2020,72,15523250
218,2020,73,119570108
218,2020,74,62399768
218,2020,75,25692
218,2020,76,58540053
218,2020,78,45099444
218,2020,79,534624
218,2020,80,162
218,2020,81,91166
218,2020,82,796401
218,2020,83,8058393
218,2020,84,65353424
218,2020,85,72680734
218,2020,86,333322
218,2020,87,29529237
218,2020,88,18544144
218,2020,89,24727678
218,2020,90,12368183
218,2020,91,415270
218,2020,92,74087
218,2020,93,3400
218,2020,94,11341029
218,2020,95,1320370
218,2020,96,23220972
218,2020,97,10398
218,2020,99,3792702
222,2020,1,11630585
222,2020,2,4805868
222,2020,3,11972234
222,2020,4,46929404
222,2020,5,290936
222,2020,6,24037703
222,2020,7,16792763
222,2020,8,6174560
222,2020,9,109779150
222,2020,10,3740586
222,2020,11,53528681
222,2020,12,1435017
222,2020,13,3524101
222,2020,14,371508
222,2020,15,26828795
222,2020,16,82192682
222,2020,17,285633530
222,2020,18,7017422
222,2020,19,146638713
222,2020,20,48931993
222,2020,21,94490222
222,2020,22,92508126
222,2020,23,34233233
222,2020,24,330220
222,2020,25,5463903
222,2020,26,1147653
222,2020,27,157524217
222,2020,28,4861889
222,2020,29,3900049
222,2020,30,179955513
222,2020,31,14609300
222,2020,32,53643351
222,2020,33,13135757
222,2020,34,51394544
222,2020,35,3047403
222,2020,36,1638748
222,2020,37,192906
222,2020,38,46172264
222,2020,39,385466216
222,2020,40,2327921
222,2020,41,869971
222,2020,42,6181710
222,2020,43,4
222,2020,44,4194709
222,2020,45,20
222,2020,46,240703
222,2020,47,5363688
222,2020,48,304575733
222,2020,49,16996565
222,2020,50,39567
222,2020,51,4547
222,2020,52,53772331
222,2020,53,662888
222,2020,54,39082394
222,2020,55,32450216
222,2020,56,1171467
222,2020,57,12472
222,2020,58,32643161
222,2020,59,2478199
222,2020,60,118209427
222,2020,61,1364254119
231,2020,1,42498445
231,2020,2,66768234
231,2020,3,187485
231,2020,4,749168
231,2020,5,1500073
231,2020,6,217323491
231,2020,7,554826870
231,2020,8,11878711
231,2020,9,814244857
231,2020,10,5297668
231,2020,11,1954181
231,2020,12,440600126
231,2020,13,3577728
231,2020,14,43540
231,2020,15,4352635
231,2020,17,908541
231,2020,18,61
231,2020,19,10800154
231,2020,20,6389629
231,2020,21,1148182
231,2020,22,3502100
231,2020,23,2510466
231,2020,24,420226
231,2020,25,3499939
222,2020,62,158152284
222,2020,63,125134714
222,2020,64,23776404
222,2020,65,1103838
222,2020,66,77485
222,2020,67,20722
222,2020,68,41628267
222,2020,69,366651
222,2020,70,1201914
222,2020,71,29786709
222,2020,72,110163839
222,2020,73,59031157
222,2020,74,529335
222,2020,75,636
222,2020,76,46037712
222,2020,78,1586028
222,2020,79,156832
222,2020,80,575
222,2020,81,115497
222,2020,82,18115908
222,2020,83,3867771
222,2020,84,34396630
222,2020,85,250442360
222,2020,86,139882
222,2020,87,16147808
222,2020,88,6743036
222,2020,89,102808
222,2020,90,4844433
222,2020,91,29582
222,2020,92,2295
222,2020,93,72471
222,2020,94,42400574
222,2020,95,7059992
222,2020,96,23009183
222,2020,97,19332
222,2020,99,545505
233,2020,1,31799895
233,2020,2,70131865
233,2020,3,144609808
233,2020,4,243386917
233,2020,5,2538956
233,2020,6,2628548
233,2020,7,38394739
233,2020,8,38186541
233,2020,9,20521661
233,2020,10,244339308
233,2020,11,11852881
233,2020,12,39801223
233,2020,13,1880335
233,2020,14,35417
233,2020,15,235807315
233,2020,16,98765149
233,2020,17,7779348
233,2020,18,127123834
233,2020,19,115081988
233,2020,20,25338552
233,2020,21,136570142
233,2020,22,182017404
233,2020,23,32279980
233,2020,24,6966782
233,2020,25,13472820
231,2020,26,5700127
233,2020,26,16095652
231,2020,27,118244
233,2020,27,1812169080
231,2020,28,319932
233,2020,28,98023818
231,2020,29,58479
233,2020,29,118709954
231,2020,30,1674972
233,2020,30,108356900
233,2020,31,69921789
231,2020,32,1598
233,2020,32,206734329
231,2020,33,2635609
233,2020,33,151452477
231,2020,34,274877
233,2020,34,69514638
231,2020,35,2213
233,2020,35,13802916
231,2020,36,117
233,2020,36,4749268
231,2020,37,26
233,2020,37,468264
231,2020,38,820593
233,2020,38,103301266
231,2020,39,5266491
233,2020,39,452870288
231,2020,40,1128688
233,2020,40,90960382
231,2020,41,27884947
233,2020,41,2999663
231,2020,42,9571380
233,2020,42,27286855
233,2020,43,2796811
231,2020,44,2828995
233,2020,44,1697725752
233,2020,45,170633
231,2020,46,284327
233,2020,46,338986
231,2020,47,111
233,2020,47,113714547
231,2020,48,1055149
233,2020,48,144000558
231,2020,49,605774
233,2020,49,89777216
233,2020,50,7645
231,2020,51,369
233,2020,51,15061496
231,2020,52,5179464
233,2020,52,3764503
231,2020,53,4043
233,2020,53,7598006
231,2020,54,5159505
233,2020,54,23411869
231,2020,55,416172
233,2020,55,3781972
231,2020,56,66310
233,2020,56,63305886
231,2020,57,174389
233,2020,57,11737852
231,2020,58,150508
233,2020,58,4063685
231,2020,59,154245
233,2020,59,11068857
231,2020,60,789775
233,2020,60,7780838
231,2020,61,87729490
231,2020,62,48171508
231,2020,63,8059007
