rtcode,yr,cmdcode,import
124,2020,40,5690392311
116,2020,41,248545169
124,2020,41,49629924
116,2020,42,20784714
116,2020,43,184107700
116,2020,44,230437180
116,2020,45,128533
116,2020,46,105191
116,2020,47,368993
116,2020,48,522840702
116,2020,49,30103833
116,2020,50,2259758
116,2020,51,17742271
116,2020,52,450843006
116,2020,53,985337
116,2020,54,122856181
116,2020,55,896717624
116,2020,56,94867271
116,2020,57,4543031
116,2020,58,214115900
116,2020,59,233639561
116,2020,60,2366810994
116,2020,61,18554905
116,2020,62,92947973
116,2020,63,113659314
116,2020,64,158780852
116,2020,65,2024981
116,2020,66,15488079
116,2020,67,2435038
116,2020,68,70038175
116,2020,69,179960433
116,2020,70,63322438
116,2020,71,903327513
116,2020,72,313562385
116,2020,73,397762643
116,2020,74,85283504
116,2020,75,422596
116,2020,76,394987512
116,2020,78,1120507
116,2020,79,1942404
116,2020,80,1100677
116,2020,81,3179534
116,2020,82,32190431
116,2020,83,150144268
112,2020,84,3406565500
116,2020,84,1224419035
112,2020,85,2349411300
116,2020,85,1183124526
112,2020,86,363244000
116,2020,86,1932203
112,2020,87,1841954500
116,2020,87,1704976633
116,2020,88,13212017
112,2020,89,3017100
116,2020,89,28264743
112,2020,90,695247400
116,2020,90,109026802
112,2020,91,14413700
116,2020,91,3128324
112,2020,92,9912000
116,2020,92,362927
116,2020,93,11715283
112,2020,94,305997000
116,2020,94,147870685
112,2020,95,164252800
116,2020,95,69176088
112,2020,96,180497500
116,2020,96,205902587
112,2020,97,1989900
116,2020,97,2146557
112,2020,99,981696600
116,2020,99,1112879
132,2020,10,32785820
132,2020,11,4792439
132,2020,12,938774
132,2020,13,24682
132,2020,14,18071
132,2020,15,18553601
132,2020,16,8535493
132,2020,17,8394900
132,2020,18,1452572
132,2020,19,12010410
132,2020,20,31657931
132,2020,21,16148586
132,2020,22,20661339
132,2020,23,5845257
132,2020,24,2870802
132,2020,25,31622519
132,2020,26,822
132,2020,27,369997084
132,2020,28,3059190
132,2020,29,1404008
132,2020,30,35165174
132,2020,31,551881
132,2020,32,7457117
132,2020,33,7092756
132,2020,34,4063369
132,2020,35,901267
132,2020,36,331622
132,2020,37,331217
132,2020,38,13980192
132,2020,39,31488575
132,2020,40,39379381
132,2020,41,192001
124,2020,42,1362189783
132,2020,42,700427
124,2020,43,42125927
132,2020,43,1273
124,2020,44,2764991373
132,2020,44,14849223
124,2020,45,22277976
132,2020,45,98318
124,2020,46,33361078
132,2020,46,32066
124,2020,47,386092364
132,2020,47,553
124,2020,48,5403384785
132,2020,48,11842203
124,2020,49,1864729594
132,2020,49,1367573
124,2020,50,3172314
132,2020,50,6147
124,2020,51,51370292
132,2020,51,4412
124,2020,52,105565294
132,2020,52,981648
124,2020,53,24097946
132,2020,53,5620
124,2020,54,420427854
132,2020,54,290965
124,2020,55,263838918
132,2020,55,334352
124,2020,56,735321994
132,2020,56,608333
124,2020,57,656715121
132,2020,57,433429
124,2020,58,101473283
132,2020,58,265147
124,2020,59,450648783
132,2020,59,488014
124,2020,60,167858998
132,2020,60,393527
124,2020,61,4341382696
132,2020,61,3741705
124,2020,62,4293897839
132,2020,62,1177341
124,2020,63,3468693408
132,2020,63,12673685
124,2020,64,1822726986
132,2020,64,2197505
124,2020,65,307748000
132,2020,65,178733
124,2020,66,77268480
132,2020,66,89982
124,2020,67,94688192
132,2020,67,216128
124,2020,68,1510512697
132,2020,68,3712683
124,2020,69,977734985
132,2020,69,10367837
124,2020,70,2346909745
132,2020,70,13409937
124,2020,71,17238963429
132,2020,71,8054565
124,2020,72,5276523774
132,2020,72,21952636
124,2020,73,8812611056
132,2020,73,22269680
124,2020,74,1985528699
132,2020,74,646079
124,2020,75,306258786
132,2020,75,14153
124,2020,76,3743408162
132,2020,76,9695248
124,2020,78,19166095
132,2020,78,6368
124,2020,79,72352513
132,2020,79,32131
124,2020,80,45831891
132,2020,80,11151026
124,2020,81,407192311
132,2020,81,1193636
124,2020,82,1965757916
132,2020,82,1457938
124,2020,83,2376211203
132,2020,83,3207953
124,2020,84,61123975219
132,2020,84,64468972
124,2020,85,39527293634
132,2020,85,51848260
124,2020,86,1211625092
132,2020,86,40700708
124,2020,87,56613142079
132,2020,87,51483259
124,2020,88,6201938527
132,2020,88,602360
124,2020,89,1539279885
132,2020,89,11507507
124,2020,90,11442805195
132,2020,90,16080745
124,2020,91,387861915
132,2020,91,427744
124,2020,92,207427698
132,2020,92,106407
124,2020,93,352333932
132,2020,93,51278
124,2020,94,8292492021
132,2020,94,15088923
124,2020,95,4096456594
132,2020,95,1897576
124,2020,96,1481142884
132,2020,96,5225810
124,2020,97,172537334
132,2020,97,50529
124,2020,99,9324987768
136,2020,1,175503
136,2020,2,35496817
136,2020,3,12674120
136,2020,4,22877830
136,2020,5,149487
136,2020,6,2807933
136,2020,7,31081145
136,2020,8,15075077
136,2020,9,5471464
136,2020,10,4037079
136,2020,11,3565572
136,2020,12,560907
136,2020,13,41349
136,2020,14,11556
136,2020,15,2782360
136,2020,16,10804144
136,2020,17,2766825
136,2020,18,2744427
136,2020,19,17398827
136,2020,20,9897331
136,2020,21,44650284
136,2020,22,42618312
136,2020,23,7382026
136,2020,24,8144386
136,2020,25,19786385
136,2020,26,50519
136,2020,27,106699016
136,2020,28,1697037
136,2020,29,5436243
136,2020,30,24613539
136,2020,31,1472361
136,2020,32,13951699
136,2020,33,18417157
136,2020,34,14315883
136,2020,35,831915
136,2020,36,1251547
136,2020,37,109737
136,2020,38,12749486
136,2020,39,58285765
136,2020,40,10505017
136,2020,41,21880
136,2020,42,3384341
136,2020,43,36787
136,2020,44,25438904
136,2020,45,335556
136,2020,46,103910
136,2020,48,15364718
136,2020,49,49400071
136,2020,50,44377
136,2020,51,23205
136,2020,52,338716
136,2020,53,1364
136,2020,54,99258
136,2020,55,94773
136,2020,56,485593
136,2020,57,2456746
136,2020,58,138557
136,2020,59,258928
136,2020,60,10579
136,2020,61,16192269
136,2020,62,21039206
136,2020,63,11220996
136,2020,64,5561845
136,2020,65,656503
136,2020,66,367595
136,2020,67,657000
136,2020,68,12118593
136,2020,69,7768216
136,2020,70,4158504
136,2020,71,108913021
136,2020,72,10225944
136,2020,73,36958090
136,2020,74,591369
136,2020,75,64783
136,2020,76,13782968
136,2020,78,3315
136,2020,79,25669
136,2020,80,14620
136,2020,81,1495
136,2020,82,5633111
136,2020,83,4007518
136,2020,84,96793096
136,2020,85,77215899
144,2020,1,3375515
144,2020,2,3634522
144,2020,3,132068551
144,2020,4,335101067
144,2020,5,7324489
144,2020,6,605054
144,2020,7,352033396
144,2020,8,51226831
144,2020,9,143240280
144,2020,10,396129396
144,2020,11,22528714
144,2020,12,31573209
144,2020,13,4555366
144,2020,14,11354154
144,2020,15,209367106
144,2020,16,58830194
144,2020,17,276448332
144,2020,18,16237778
144,2020,19,56326974
144,2020,20,14007466
144,2020,21,70992010
144,2020,22,33780234
144,2020,23,169873820
144,2020,24,65448022
144,2020,25,379277535
144,2020,26,5945264
144,2020,27,2094865466
144,2020,28,128032248
144,2020,29,207653510
144,2020,30,496693011
144,2020,31,260298927
144,2020,32,139408257
144,2020,33,66914238
144,2020,34,60071801
144,2020,35,32881861
144,2020,36,668898
144,2020,37,14404403
144,2020,38,284071627
144,2020,39,611534018
144,2020,40,281908085
144,2020,41,12653671
144,2020,42,5272262
144,2020,43,456778
144,2020,44,69161104
144,2020,45,122746
144,2020,46,97032
144,2020,47,3980242
144,2020,48,374240498
144,2020,49,26904253
144,2020,50,14202464
144,2020,51,8966206
144,2020,52,506451177
144,2020,53,23396363
144,2020,54,246945838
144,2020,55,382494722
144,2020,56,50493028
144,2020,57,6368298
144,2020,58,214058131
144,2020,59,69503231
144,2020,60,762944561
144,2020,61,56523150
144,2020,62,101859176
144,2020,63,43124660
144,2020,64,21332426
144,2020,65,2660066
144,2020,66,2512380
144,2020,67,1300763
144,2020,68,23775045
144,2020,69,31420767
144,2020,70,49513052
144,2020,71,116940912
144,2020,72,544124251
144,2020,73,326789631
136,2020,86,602223
136,2020,87,92626822
136,2020,88,2221297
136,2020,89,11502690
136,2020,90,29591036
136,2020,91,12124154
136,2020,92,643159
136,2020,93,253949
136,2020,94,50204346
136,2020,95,12812209
136,2020,96,4169130
136,2020,97,1620937
136,2020,99,10850119
152,2020,1,11745043
152,2020,2,1545069255
152,2020,3,59753501
152,2020,4,344978556
152,2020,5,64010049
152,2020,6,23432911
152,2020,7,175788825
152,2020,8,265604204
152,2020,9,144612777
152,2020,10,1033271892
152,2020,11,134962110
152,2020,12,165547399
152,2020,13,32131028
152,2020,14,949770
152,2020,15,700964520
152,2020,16,245290985
152,2020,17,280744001
152,2020,18,147790441
152,2020,19,264069268
152,2020,20,251535195
152,2020,21,478135728
152,2020,22,427351827
152,2020,23,834475710
152,2020,24,38706588
152,2020,25,246151728
152,2020,26,473111024
152,2020,27,7662963036
152,2020,28,742720361
152,2020,29,786324620
152,2020,30,1736599155
152,2020,31,403847399
152,2020,32,309340801
152,2020,33,798763563
152,2020,34,369933397
152,2020,35,158105237
152,2020,36,120189429
152,2020,37,18678349
152,2020,38,981602042
152,2020,39,2203844946
152,2020,40,1021288756
152,2020,41,4275801
152,2020,42,181818296
152,2020,43,1189059
152,2020,44,202866744
152,2020,45,45898854
152,2020,46,3769635
152,2020,47,30896557
152,2020,48,715079996
152,2020,49,97410400
152,2020,50,290896
152,2020,51,6816000
152,2020,52,46428946
152,2020,53,4574072
152,2020,54,113505593
152,2020,55,117684401
152,2020,56,150315622
152,2020,57,55243665
152,2020,58,14836712
152,2020,59,92372172
152,2020,60,38671466
152,2020,61,972335165
152,2020,62,918084312
152,2020,63,726642816
152,2020,64,717422248
152,2020,65,41014703
152,2020,66,8390087
152,2020,67,8999623
152,2020,68,121249427
152,2020,69,271576304
152,2020,70,153351841
152,2020,71,64612643
152,2020,72,1038542520
152,2020,73,1238911908
144,2020,74,92671637
152,2020,74,117778246
144,2020,75,319753
152,2020,75,3748734
144,2020,76,102848792
152,2020,76,406064151
144,2020,78,17424718
144,2020,79,12921092
144,2020,80,1192613
144,2020,81,1011183
144,2020,82,37326071
144,2020,83,69531474
144,2020,84,1251868992
144,2020,85,1265401429
144,2020,86,78053514
144,2020,87,603631502
144,2020,88,13360317
144,2020,89,6048909
144,2020,90,246260252
144,2020,91,12143044
144,2020,92,5295767
144,2020,93,4333120
144,2020,94,67586561
144,2020,95,21502480
144,2020,96,64886902
144,2020,97,104883
144,2020,99,84481
156,2020,1,634691907
156,2020,2,30268514046
156,2020,3,12366189004
156,2020,4,7288503728
156,2020,5,762323285
156,2020,6,243751482
156,2020,7,1956687688
156,2020,8,12097680157
156,2020,9,1237229227
156,2020,10,9316836454
156,2020,11,1440034119
156,2020,12,44980648916
156,2020,13,371027604
156,2020,14,128853369
156,2020,15,11260130609
156,2020,16,358698697
156,2020,17,2629581789
156,2020,18,787518533
156,2020,19,7331524216
156,2020,20,1344302795
156,2020,21,4459532109
156,2020,22,5080450512
156,2020,23,4791397367
156,2020,24,1166044372
156,2020,25,6890179982
156,2020,26,187192533351
156,2020,27,273716495976
156,2020,28,11021438494
156,2020,29,45641316934
156,2020,30,34915064567
156,2020,31,2906186918
156,2020,32,4826331343
156,2020,33,20476770916
156,2020,34,5040073845
156,2020,35,3923498471
156,2020,36,93469973
156,2020,37,2898334141
156,2020,38,18868182610
156,2020,39,71084529260
156,2020,40,16130428540
156,2020,41,2728014783
156,2020,42,4815607531
156,2020,43,543565651
156,2020,44,20190473455
156,2020,45,35147681
156,2020,46,16238846
156,2020,47,16860154310
156,2020,48,7335794839
156,2020,49,2206527518
156,2020,50,48427915
156,2020,51,2292872180
156,2020,52,8278843566
156,2020,53,811208172
156,2020,54,2215700196
156,2020,55,1627087747
156,2020,56,1484787295
156,2020,57,79491107
156,2020,58,329826412
156,2020,59,1466580955
156,2020,60,1018256936
156,2020,61,3514423022
156,2020,62,4744634354
156,2020,63,1408684955
156,2020,64,5972495873
156,2020,65,190645255
156,2020,66,8965946
156,2020,67,315492465
156,2020,68,1833987344
156,2020,69,1346461063
156,2020,70,7855827751
156,2020,71,31735388057
156,2020,72,36901161339
156,2020,73,9476786839
156,2020,74,48913982512
156,2020,75,4274387674
156,2020,76,8147556363
152,2020,78,5552833
152,2020,79,26466733
152,2020,80,5099772
152,2020,81,6864548
152,2020,82,288465651
152,2020,83,239169510
152,2020,84,8169963874
152,2020,85,7806025028
152,2020,86,118545649
152,2020,87,4786124670
152,2020,88,248827592
152,2020,89,177213096
152,2020,90,1344428067
152,2020,91,54193482
152,2020,92,35251191
152,2020,93,118572845
152,2020,94,629148918
152,2020,95,466585983
152,2020,96,234206207
152,2020,97,2995350
170,2020,1,20213826
170,2020,2,268278154
170,2020,3,200753218
170,2020,4,208645486
170,2020,5,11379503
170,2020,6,38212747
170,2020,7,195669042
170,2020,8,227999220
170,2020,9,125273448
170,2020,10,1961875558
170,2020,11,71255719
170,2020,12,278976202
170,2020,13,22329566
170,2020,14,2142330
170,2020,15,591320610
170,2020,16,307191445
170,2020,17,175915970
170,2020,18,59378682
170,2020,19,196865322
170,2020,20,137281252
170,2020,21,340892163
170,2020,22,418739875
170,2020,23,927128414
170,2020,24,113791310
170,2020,25,137381819
170,2020,26,14849245
170,2020,27,2202241397
170,2020,28,342385964
170,2020,29,1865492311
170,2020,30,2505360921
170,2020,31,641037440
170,2020,32,359529404
170,2020,33,547197426
170,2020,34,221146201
170,2020,35,130418346
170,2020,36,16939357
170,2020,37,23573710
170,2020,38,1072314366
170,2020,39,2078698526
170,2020,40,714329339
170,2020,41,4181726
170,2020,42,97094579
170,2020,43,51558
170,2020,44,206265534
170,2020,45,714248
170,2020,46,880950
170,2020,47,130083422
170,2020,48,508258234
170,2020,49,67785391
170,2020,50,302642
170,2020,51,2525406
170,2020,52,250182779
170,2020,53,5105606
170,2020,54,235821892
170,2020,55,222740145
170,2020,56,125792893
170,2020,57,17376879
170,2020,58,25055672
170,2020,59,48258759
170,2020,60,143353145
170,2020,61,200017150
170,2020,62,207755536
170,2020,63,509364131
170,2020,64,280617109
170,2020,65,41033015
170,2020,66,5871549
170,2020,67,10469405
170,2020,68,94873180
170,2020,69,140016238
170,2020,70,170896899
170,2020,71,45678588
170,2020,72,1172038075
170,2020,73,657902226
170,2020,74,283686937
170,2020,75,4314819
170,2020,76,349335186
156,2020,78,120720420
170,2020,78,27042636
156,2020,79,1996605318
170,2020,79,44794745
156,2020,80,410548964
170,2020,80,5032858
156,2020,81,3434828754
170,2020,81,4434766
156,2020,82,3117944117
170,2020,82,178060869
156,2020,83,1816649852
170,2020,83,178576756
156,2020,84,192047118444
170,2020,84,5155594676
156,2020,85,548420355699
156,2020,86,717116902
156,2020,87,73985238048
156,2020,88,9400923825
156,2020,89,2477359797
156,2020,90,99066911025
156,2020,91,4468953533
156,2020,92,443733421
156,2020,93,10554848
156,2020,94,2900282810
156,2020,95,2304580116
156,2020,96,1898933691
156,2020,97,669275419
156,2020,99,10906754656
170,2020,85,4977719460
170,2020,86,22046088
170,2020,87,3471137606
170,2020,88,654633838
170,2020,89,65776764
170,2020,90,1482696389
170,2020,91,46020241
170,2020,92,14366382
170,2020,93,45998492
170,2020,94,284979259
170,2020,95,206845353
170,2020,96,163648108
170,2020,97,776575
170,2020,99,417175918
174,2020,1,136857
174,2020,2,38060414
174,2020,3,1796254
174,2020,4,9102884
174,2020,5,119
174,2020,6,404
174,2020,7,2141439
174,2020,8,362280
174,2020,9,213438
174,2020,10,29398896
174,2020,11,7776763
174,2020,12,35476
174,2020,13,276
174,2020,14,2954
174,2020,15,5079860
174,2020,16,2741475
174,2020,17,5935386
174,2020,18,463299
174,2020,19,1669797
174,2020,20,5733391
174,2020,21,1146257
174,2020,22,4975941
174,2020,23,1125513
174,2020,24,602797
174,2020,25,24389539
174,2020,26,173
174,2020,27,23992119
174,2020,28,341592
174,2020,29,28529
174,2020,30,4528237
174,2020,31,455192
174,2020,32,656493
174,2020,33,610317
174,2020,34,2224897
174,2020,35,72907
174,2020,36,105500
174,2020,37,184791
174,2020,38,482209
174,2020,39,2633914
174,2020,40,1140859
174,2020,41,173
174,2020,42,216598
174,2020,43,503
174,2020,44,3517528
174,2020,45,25
174,2020,46,22604
174,2020,48,1599501
174,2020,49,189137
174,2020,50,9531
174,2020,51,42197
174,2020,52,711563
174,2020,54,4205
174,2020,55,1189
174,2020,56,32405
174,2020,57,106735
174,2020,58,27448
174,2020,59,41142
174,2020,60,534
174,2020,61,491890
174,2020,62,1296927
174,2020,63,1090782
174,2020,64,1594336
178,2020,1,131198
178,2020,2,187177313
178,2020,3,72632516
178,2020,4,23433092
178,2020,5,12255626
178,2020,6,10983
178,2020,7,10219662
178,2020,8,1532782
178,2020,9,1242004
178,2020,10,94149475
178,2020,11,12381056
178,2020,12,900830
178,2020,13,650346
178,2020,14,20661
178,2020,15,71923803
178,2020,16,9515218
178,2020,17,2481952
178,2020,18,1557900
178,2020,19,57252263
178,2020,20,10302173
178,2020,21,16123134
178,2020,22,12546510
178,2020,23,3383713
178,2020,24,12522836
178,2020,25,14592912
174,2020,65,11416
174,2020,66,41720
174,2020,67,9688
174,2020,68,38537
174,2020,69,4709730
174,2020,70,358908
174,2020,71,7428
174,2020,72,14709921
174,2020,73,2303542
174,2020,74,26279
174,2020,75,474
174,2020,76,890446
174,2020,78,9244
174,2020,79,2324
174,2020,81,521
174,2020,82,340287
174,2020,83,211428
174,2020,84,5836458
174,2020,85,10035737
174,2020,86,226274
174,2020,87,28327754
174,2020,88,19126
174,2020,89,46907
174,2020,90,1241599
174,2020,91,7740
174,2020,92,13460
174,2020,93,115
174,2020,94,3601453
174,2020,95,140931
174,2020,96,3191464
174,2020,97,10007
188,2020,1,10262996
188,2020,2,90561431
188,2020,3,82982883
188,2020,4,63757657
188,2020,5,6952117
188,2020,6,11438179
188,2020,7,73701667
188,2020,8,92712329
188,2020,9,31776433
188,2020,10,355297549
188,2020,11,42912216
188,2020,12,148392552
188,2020,13,6241744
188,2020,14,758449
188,2020,15,104684683
188,2020,16,117242726
188,2020,17,45501039
188,2020,18,39345461
188,2020,19,136486657
188,2020,20,151760518
188,2020,21,245086251
188,2020,22,126561988
188,2020,23,175258798
178,2020,26,192093
178,2020,27,69288670
178,2020,28,6338697
178,2020,29,32697816
178,2020,30,69171743
178,2020,31,3316452
178,2020,32,5843774
178,2020,33,12914646
178,2020,34,51577056
178,2020,35,1964651
178,2020,36,3031244
178,2020,37,283671
178,2020,38,21025465
178,2020,39,35782369
178,2020,40,15841433
178,2020,41,2155
178,2020,42,2402926
178,2020,43,734
178,2020,44,2675422
178,2020,45,19532
178,2020,46,23797
178,2020,47,1909868
178,2020,48,20005897
178,2020,49,2496260
178,2020,50,35290
178,2020,51,51908
178,2020,52,2204742
178,2020,53,48247
178,2020,54,1091568
178,2020,55,4319273
178,2020,56,1662819
178,2020,57,425769
178,2020,58,82181
178,2020,59,270913
178,2020,60,21529
178,2020,61,2314792
178,2020,62,5129110
178,2020,63,19530702
178,2020,64,5232374
178,2020,65,587305
178,2020,66,433336
178,2020,67,786260
178,2020,68,6447132
178,2020,69,19251848
178,2020,70,7630006
178,2020,71,213355
178,2020,72,12556635
178,2020,73,77783034
178,2020,74,890092
178,2020,75,1106257
178,2020,76,8789744
178,2020,78,16263
178,2020,79,657948
178,2020,80,2200
178,2020,81,127443
178,2020,82,6133630
178,2020,83,5521378
178,2020,84,207757106
178,2020,85,100284318
178,2020,86,3714472
178,2020,87,78005803
178,2020,88,18571167
178,2020,89,261935259
178,2020,90,26191782
178,2020,91,201045
178,2020,92,1292098
178,2020,93,4679522
178,2020,94,16095006
178,2020,95,1661701
178,2020,96,6041215
178,2020,97,13200
178,2020,99,2802604
191,2020,1,137867797
191,2020,2,397118134
191,2020,3,120189060
191,2020,4,282087172
191,2020,5,10798173
191,2020,6,52111123
191,2020,7,159849989
191,2020,8,237614418
191,2020,9,86006327
191,2020,10,82217413
191,2020,11,48377832
191,2020,12,72602413
191,2020,13,8006403
191,2020,14,402532
191,2020,15,120260891
191,2020,16,112038421
191,2020,17,70145227
191,2020,18,207162827
191,2020,19,313921761
191,2020,20,133786176
191,2020,21,255346193
191,2020,22,268174762
191,2020,23,279233197
188,2020,24,19175645
191,2020,24,197386587
188,2020,25,33597584
191,2020,25,93021950
188,2020,26,478587
191,2020,26,16895241
188,2020,27,936742547
191,2020,27,2217849951
188,2020,28,81129945
191,2020,28,63459352
188,2020,29,164427620
191,2020,29,312307065
188,2020,30,845922445
191,2020,30,1783652242
188,2020,31,158434498
191,2020,31,104217487
188,2020,32,111520671
191,2020,32,248148188
188,2020,33,216008965
191,2020,33,444670200
188,2020,34,161484224
191,2020,34,199531119
188,2020,35,45677732
191,2020,35,72262584
188,2020,36,3951912
191,2020,36,14174174
188,2020,37,4814860
191,2020,37,14988644
188,2020,38,359868802
191,2020,38,393191522
188,2020,39,1220756255
191,2020,39,1150679989
188,2020,40,188490944
191,2020,40,311039038
188,2020,41,3406540
191,2020,41,216885955
188,2020,42,31275619
191,2020,42,92119988
188,2020,43,35918
191,2020,43,3036640
188,2020,44,83978588
191,2020,44,378195787
188,2020,45,216035
191,2020,45,2153884
188,2020,46,709527
191,2020,46,3066740
188,2020,47,9453844
191,2020,47,17711671
188,2020,48,589795832
191,2020,48,490701648
188,2020,49,53591321
191,2020,49,49922668
188,2020,50,395972
191,2020,50,647466
188,2020,51,2009692
191,2020,51,21747400
188,2020,52,18303744
191,2020,52,33923645
188,2020,53,290099
191,2020,53,2110061
188,2020,54,44106252
191,2020,54,59931644
188,2020,55,16740163
191,2020,55,45223327
188,2020,56,37219866
191,2020,56,77456371
188,2020,57,8644228
191,2020,57,24509139
188,2020,58,6491933
191,2020,58,14965899
188,2020,59,17595638
191,2020,59,56678965
188,2020,60,14861308
191,2020,60,54964361
188,2020,61,95451711
191,2020,61,763698925
188,2020,62,129715950
191,2020,62,442311946
188,2020,63,121579196
191,2020,63,169223977
188,2020,64,90549065
191,2020,64,387862023
188,2020,65,9608218
191,2020,65,15668032
188,2020,66,3529474
191,2020,66,9270947
188,2020,67,3387609
191,2020,67,9254447
188,2020,68,62716273
191,2020,68,116969268
188,2020,69,71056084
191,2020,69,150045320
188,2020,70,59355870
191,2020,70,177477736
188,2020,71,37566562
191,2020,71,76730451
188,2020,72,458577686
191,2020,72,635317227
188,2020,73,376461507
191,2020,73,747410601
188,2020,74,90519615
191,2020,74,185856132
188,2020,75,26821149
188,2020,76,106041382
188,2020,78,732103
188,2020,79,12661738
188,2020,80,342048
188,2020,81,27866144
188,2020,82,77149958
188,2020,83,76113576
188,2020,84,1385891310
188,2020,85,1430390984
188,2020,86,19916567
188,2020,87,693084370
188,2020,88,4231546
188,2020,89,3777745
188,2020,90,915548750
188,2020,91,13521426
188,2020,92,4063058
188,2020,93,3144124
188,2020,94,219335461
188,2020,95,96894454
188,2020,96,76661936
188,2020,97,582631
196,2020,1,2602857
196,2020,2,68600220
196,2020,3,50539823
196,2020,4,93605308
196,2020,5,1774760
196,2020,6,10150716
196,2020,7,39673096
196,2020,8,65746261
196,2020,9,29021482
196,2020,10,116213204
196,2020,11,11641890
196,2020,12,12593608
196,2020,13,2829581
196,2020,14,107999
196,2020,15,27748920
196,2020,16,46272672
196,2020,17,22107167
196,2020,18,32429232
196,2020,19,111068284
196,2020,20,56167565
196,2020,21,112024008
196,2020,22,154526896
196,2020,23,144767570
196,2020,24,109197239
196,2020,25,9966010
196,2020,26,799293
196,2020,27,1221590255
196,2020,28,10799806
196,2020,29,117748162
196,2020,30,370370747
196,2020,31,19694550
196,2020,32,54886256
196,2020,33,106064811
196,2020,34,69286247
196,2020,35,8909768
196,2020,36,2560379
196,2020,37,3695149
196,2020,38,93155586
196,2020,39,218901476
196,2020,40,65763820
196,2020,41,83609
196,2020,42,22319801
196,2020,43,335381
196,2020,44,76231417
196,2020,45,350816
196,2020,46,711310
196,2020,47,292226
196,2020,48,107755725
196,2020,49,24559782
196,2020,50,100100
196,2020,51,5042
196,2020,52,1638565
196,2020,53,250299
196,2020,54,2705491
196,2020,55,2775593
196,2020,56,7047045
196,2020,57,7321502
196,2020,58,862760
196,2020,59,3649408
196,2020,60,1463567
196,2020,61,126952401
196,2020,62,121531060
196,2020,63,42912109
196,2020,64,71093754
196,2020,65,3948055
196,2020,66,1886167
196,2020,67,2517021
196,2020,68,54891763
196,2020,69,66103567
196,2020,70,34392620
196,2020,71,28617576
196,2020,72,161256039
196,2020,73,140332977
196,2020,74,15477734
191,2020,75,19816138
196,2020,75,77452
191,2020,76,572932438
196,2020,76,66141138
191,2020,78,916855
196,2020,78,114898
191,2020,79,11260424
196,2020,79,512712
191,2020,80,1086450
196,2020,80,39205
191,2020,81,5076218
196,2020,81,132412
191,2020,82,119778866
196,2020,82,24222752
191,2020,83,149335160
196,2020,83,27174102
191,2020,84,2551671484
196,2020,84,543160226
191,2020,85,2268167270
196,2020,85,483221668
191,2020,86,39508890
196,2020,86,1498306
191,2020,87,1776341026
196,2020,87,702104356
191,2020,88,42114512
196,2020,88,111209029
191,2020,89,405184344
196,2020,89,1386308544
191,2020,90,574625437
196,2020,90,137893593
191,2020,91,29737215
196,2020,91,46083841
191,2020,92,12338623
196,2020,92,3016287
191,2020,93,14195029
196,2020,93,6736008
191,2020,94,560881305
196,2020,94,158579620
191,2020,95,176019883
196,2020,95,58586671
191,2020,96,133875146
196,2020,96,35919280
191,2020,97,515870
196,2020,97,6560612
191,2020,99,4765761
196,2020,99,101291220
203,2020,1,57014163
203,2020,2,1235751208
203,2020,3,250052114
203,2020,4,742399549
203,2020,5,94695144
203,2020,6,238490189
203,2020,7,649900123
203,2020,8,903828012
203,2020,9,349005650
203,2020,10,187887378
203,2020,11,105228338
203,2020,12,400843362
203,2020,13,47364794
203,2020,14,4358462
203,2020,15,350740285
203,2020,16,322323976
203,2020,17,241944522
203,2020,18,465653169
203,2020,19,755698316
203,2020,20,461147428
203,2020,21,867742510
203,2020,22,793741515
203,2020,23,749387120
203,2020,24,557420145
203,2020,25,295314354
203,2020,26,624118570
203,2020,27,6078743687
203,2020,28,900308867
203,2020,29,1159388351
203,2020,30,5943348127
203,2020,31,322300499
203,2020,32,1037618822
203,2020,33,2073719770
203,2020,34,906287149
203,2020,35,274665804
203,2020,36,34912339
203,2020,37,59220656
203,2020,38,2384048662
203,2020,39,8651294276
203,2020,40,2419138694
203,2020,41,113015718
203,2020,42,435008603
203,2020,43,6920388
203,2020,44,1033494194
203,2020,45,11352794
203,2020,46,13549587
203,2020,47,154714712
203,2020,48,2092563286
203,2020,49,621398618
203,2020,50,1342528
203,2020,51,199324532
203,2020,52,132716514
203,2020,53,15655869
203,2020,54,306939618
203,2020,55,185259390
203,2020,56,511137282
203,2020,57,196080336
203,2020,58,123755229
203,2020,59,341531252
203,2020,60,127726810
203,2020,61,1627868127
203,2020,62,1469186614
203,2020,63,924085187
203,2020,64,1219681478
203,2020,65,103068847
203,2020,66,29176917
203,2020,67,23540615
203,2020,68,506463313
203,2020,69,389095445
204,2020,1,789267
204,2020,2,79749749
204,2020,3,110802918
204,2020,4,7942401
204,2020,5,5204011
204,2020,6,15254
204,2020,7,2957709
204,2020,8,1640332
204,2020,9,669123
204,2020,10,401749255
204,2020,11,63027834
204,2020,12,716057
204,2020,13,522015
204,2020,14,6796
204,2020,15,71603465
204,2020,16,5347321
204,2020,17,35629881
204,2020,18,1304932
204,2020,19,32316009
204,2020,20,13463054
204,2020,21,18728899
204,2020,22,18402512
204,2020,23,4754155
204,2020,24,4437939
204,2020,25,49324121
204,2020,26,1257893
204,2020,27,495995465
204,2020,28,4539425
204,2020,29,4688879
204,2020,30,125287340
