rtcode,yr,cmdcode,import
428,2020,81,2683953
428,2020,82,75556248
428,2020,83,97847613
422,2020,84,644493310
428,2020,84,1717621840
422,2020,85,323603839
428,2020,85,2179478164
422,2020,86,749075
428,2020,86,19630649
422,2020,87,361986877
428,2020,87,1202361987
422,2020,88,30597519
428,2020,88,331833937
422,2020,89,9561778
428,2020,89,16347906
422,2020,90,181913359
428,2020,90,373654306
422,2020,91,16976623
428,2020,91,25614853
422,2020,92,876825
428,2020,92,7892271
422,2020,93,8580176
428,2020,93,88701482
422,2020,94,60770182
428,2020,94,300560411
422,2020,95,18192299
428,2020,95,112377059
422,2020,96,46772405
428,2020,96,78472681
422,2020,97,3488846
428,2020,97,817652
422,2020,99,6216212
428,2020,99,8271035
442,2020,1,15173491
442,2020,2,173063508
442,2020,3,104702524
442,2020,4,384691364
442,2020,5,3117541
442,2020,6,39496749
442,2020,7,116214797
442,2020,8,247492966
442,2020,9,127746583
442,2020,10,58442554
442,2020,11,13390493
442,2020,12,56154558
442,2020,13,2579125
442,2020,14,1129060
442,2020,15,24558763
442,2020,16,113714069
442,2020,17,26276788
442,2020,18,70980004
442,2020,19,198969062
442,2020,20,115421759
442,2020,21,118175234
442,2020,22,486630371
442,2020,23,124751261
442,2020,24,280101727
442,2020,25,118301360
442,2020,26,13498426
442,2020,27,1460074559
442,2020,28,137691339
442,2020,29,124647831
442,2020,30,568977153
442,2020,31,33700587
442,2020,32,242830122
440,2020,33,506269361
442,2020,33,183865559
440,2020,34,192997953
442,2020,34,107490330
440,2020,35,102357215
442,2020,35,87344223
440,2020,36,5349266
442,2020,36,866529
440,2020,37,28958415
442,2020,37,12423644
440,2020,38,594310341
442,2020,38,238157202
440,2020,39,1644123413
442,2020,39,1244724960
440,2020,40,355172761
442,2020,40,468464405
440,2020,41,25309275
442,2020,41,115956
440,2020,42,70175587
442,2020,42,54841017
440,2020,43,7262593
442,2020,43,606279
440,2020,44,838001364
442,2020,44,229045350
440,2020,45,2640260
442,2020,45,1415486
440,2020,46,6691608
442,2020,46,1007526
440,2020,47,29696885
442,2020,47,713055
440,2020,48,538487401
442,2020,48,470642395
440,2020,49,36483722
442,2020,49,80191748
440,2020,50,1632200
442,2020,50,39025
440,2020,51,81140594
442,2020,51,373888
440,2020,52,51653461
442,2020,52,796723
440,2020,53,51287468
442,2020,53,1468563
440,2020,54,105271128
442,2020,54,43986370
440,2020,55,136493618
442,2020,55,3467894
440,2020,56,85625443
442,2020,56,100728186
440,2020,57,24681050
442,2020,57,14831539
440,2020,58,46641692
442,2020,58,2236170
440,2020,59,53065986
442,2020,59,41634626
440,2020,60,76673955
442,2020,60,618855
440,2020,61,254058424
442,2020,61,166238718
440,2020,62,304594015
442,2020,62,201649796
440,2020,63,273740304
442,2020,63,162465766
440,2020,64,207966051
442,2020,64,153950811
440,2020,65,16715406
442,2020,65,6823179
440,2020,66,3583980
442,2020,66,2829850
440,2020,67,5555122
442,2020,67,1417500
440,2020,68,167103538
442,2020,68,186895311
440,2020,69,125200605
442,2020,69,94511717
440,2020,70,202164104
442,2020,70,101400456
440,2020,71,197220547
442,2020,71,158104511
440,2020,72,768125975
442,2020,72,1061784676
440,2020,73,787935360
442,2020,73,468730010
440,2020,74,105707366
442,2020,74,130438523
440,2020,75,3356604
442,2020,75,2176130
440,2020,76,288989492
442,2020,76,418278111
440,2020,78,1600851
442,2020,78,3023305
440,2020,79,8772916
442,2020,79,13675072
440,2020,80,917045
442,2020,80,728058
440,2020,81,6850830
442,2020,81,28399205
440,2020,82,132122110
442,2020,82,138084978
440,2020,83,294184097
442,2020,83,62279698
440,2020,84,3743983736
442,2020,84,2111861969
440,2020,85,2856426576
442,2020,85,1346853506
440,2020,86,42816970
442,2020,86,104090076
440,2020,87,3016010248
442,2020,87,3180075094
440,2020,88,53951271
442,2020,88,554416354
440,2020,89,68279940
442,2020,89,16100757
440,2020,90,858501818
442,2020,90,374198555
440,2020,91,56849800
442,2020,91,53752797
440,2020,92,14048610
442,2020,92,8483302
440,2020,93,134169779
442,2020,93,6071351
440,2020,94,536829454
442,2020,94,377157112
440,2020,95,180880684
442,2020,95,96189993
440,2020,96,119311206
442,2020,96,47752948
440,2020,97,3227637
442,2020,97,36919250
440,2020,99,981566
442,2020,99,10081509
446,2020,1,53742774
446,2020,2,189463320
446,2020,3,118949141
446,2020,4,62549662
446,2020,5,2734797
446,2020,6,7193458
446,2020,7,64325334
446,2020,8,81272951
446,2020,9,17984117
446,2020,10,31231553
446,2020,11,11860747
446,2020,12,28675454
446,2020,13,271786
446,2020,14,1257001
446,2020,15,24996774
446,2020,16,60332138
446,2020,17,33624940
446,2020,18,25219929
446,2020,19,247482623
446,2020,20,33973809
446,2020,21,142470122
446,2020,22,462359660
446,2020,23,14497968
446,2020,24,43575959
446,2020,25,88062314
446,2020,26,6199425
446,2020,27,608153593
446,2020,28,10664773
446,2020,29,14731732
446,2020,30,304619504
446,2020,31,200401
446,2020,32,14094705
446,2020,33,2710969319
446,2020,34,138768127
446,2020,35,4136134
446,2020,36,237110
446,2020,37,349703
446,2020,38,46367830
446,2020,39,71725632
446,2020,40,17697891
446,2020,41,146277
446,2020,42,681462180
446,2020,43,14701020
446,2020,44,26824732
446,2020,46,751010
446,2020,48,45205036
446,2020,49,22435189
446,2020,51,190147
446,2020,52,2508642
446,2020,54,666933
446,2020,55,320120
446,2020,56,1847920
446,2020,57,6105304
446,2020,58,484618
446,2020,59,1009495
446,2020,60,860830
446,2020,61,390721905
446,2020,62,294818006
446,2020,63,60176592
446,2020,64,254621809
446,2020,65,11880845
446,2020,66,405599
446,2020,67,485112
446,2020,68,25194992
446,2020,69,22942236
446,2020,70,25985360
446,2020,71,800152246
450,2020,1,867058
450,2020,2,271192
450,2020,3,13766579
450,2020,4,25408450
450,2020,5,836965
450,2020,6,169558
450,2020,7,3286621
450,2020,8,2125748
450,2020,9,1003861
450,2020,10,205612108
450,2020,11,66219726
450,2020,12,2400612
450,2020,13,352716
450,2020,14,1495
450,2020,15,153859754
450,2020,16,4054031
450,2020,17,62724549
450,2020,18,3042156
450,2020,19,19827118
450,2020,20,7072327
450,2020,21,23497359
450,2020,22,18563634
450,2020,23,38837312
450,2020,24,9381132
450,2020,25,76445076
450,2020,26,194046
450,2020,27,404955416
450,2020,28,19701790
450,2020,29,10156816
450,2020,30,140888268
450,2020,31,22578368
450,2020,32,15460935
450,2020,33,17233146
450,2020,34,35872902
446,2020,72,126981669
446,2020,73,105909068
446,2020,74,15788196
446,2020,76,14535329
446,2020,79,132900
446,2020,82,17592638
446,2020,83,22458375
446,2020,84,498859732
446,2020,85,1143489609
446,2020,86,33550580
446,2020,87,278691276
446,2020,88,10480859
446,2020,89,137791
446,2020,90,130133815
446,2020,91,655698541
446,2020,92,7232014
446,2020,93,89578
446,2020,94,117421593
446,2020,95,225165411
446,2020,96,38410446
446,2020,97,17809326
454,2020,1,1974485
454,2020,2,1378506
454,2020,3,5965770
454,2020,4,10821827
454,2020,5,71576
454,2020,6,92552
454,2020,7,2033491
454,2020,8,3667124
454,2020,9,1869911
454,2020,10,54672201
454,2020,11,11674671
454,2020,12,5577122
454,2020,13,131794
454,2020,14,13902
454,2020,15,87450046
454,2020,16,481841
454,2020,17,13601904
454,2020,18,1417560
454,2020,19,20275695
454,2020,20,7371044
454,2020,21,44632504
454,2020,22,7950016
454,2020,23,5300703
454,2020,24,105736198
454,2020,25,61553667
450,2020,35,3754098
450,2020,36,1275775
450,2020,37,702616
450,2020,38,48395171
450,2020,39,110851562
450,2020,40,37163088
450,2020,41,4865383
450,2020,42,4913544
450,2020,43,3648
450,2020,44,6868208
450,2020,45,42343
450,2020,46,29128
450,2020,47,568254
450,2020,48,63654332
450,2020,49,41475790
450,2020,50,29402156
450,2020,51,80004649
450,2020,52,94761364
450,2020,53,1046468
450,2020,54,39206550
450,2020,55,31472946
450,2020,56,8708055
450,2020,57,924089
450,2020,58,19451758
450,2020,59,7978025
450,2020,60,79457836
450,2020,61,9453648
450,2020,62,28997248
450,2020,63,70828021
450,2020,64,5688566
450,2020,65,1174336
450,2020,66,399345
450,2020,67,229346
450,2020,68,4907170
450,2020,69,22751922
450,2020,70,16494745
450,2020,71,228247
450,2020,72,73970850
450,2020,73,70109318
450,2020,74,1367346
450,2020,75,779595
450,2020,76,13596898
450,2020,78,30869
450,2020,79,147945
450,2020,80,68878
450,2020,81,516902
450,2020,82,7600327
450,2020,83,17764890
450,2020,84,258299606
450,2020,85,160833185
450,2020,86,11178479
450,2020,87,188375356
450,2020,88,15279045
450,2020,89,2426461
450,2020,90,39612567
450,2020,91,6858558
450,2020,92,448673
450,2020,93,2060845
450,2020,94,22812723
450,2020,95,5846824
450,2020,96,34675110
450,2020,97,873210
450,2020,99,8118200
458,2020,1,59515595
458,2020,2,931886745
458,2020,3,919297718
458,2020,4,1007486650
458,2020,5,18179521
458,2020,6,14202682
458,2020,7,904983849
458,2020,8,801671071
458,2020,9,686966786
458,2020,10,1777202754
458,2020,11,463915253
458,2020,12,528751168
458,2020,13,64096524
458,2020,14,7355567
458,2020,15,2167256204
458,2020,16,173583750
458,2020,17,910515865
458,2020,18,1219374620
458,2020,19,887084651
458,2020,20,371746924
458,2020,21,1138858345
458,2020,22,442758041
458,2020,23,1085803572
458,2020,24,208742390
458,2020,25,435121440
454,2020,26,1610
458,2020,26,2313500967
454,2020,27,216739703
458,2020,27,22648671993
454,2020,28,9417627
458,2020,28,2216272767
454,2020,29,21424020
458,2020,29,3123991441
454,2020,30,163142694
458,2020,30,1740858562
454,2020,31,235187695
458,2020,31,770859188
454,2020,32,10527519
458,2020,32,735730537
454,2020,33,12257119
458,2020,33,986460662
454,2020,34,73683602
458,2020,34,652858609
454,2020,35,2852599
458,2020,35,317679617
454,2020,36,1230576
458,2020,36,25930160
454,2020,37,2085273
458,2020,37,91727691
454,2020,38,70130839
458,2020,38,3432709396
454,2020,39,115337131
458,2020,39,7925851470
454,2020,40,33041296
458,2020,40,3812582243
454,2020,41,1974
458,2020,41,69192465
454,2020,42,3338492
458,2020,42,398403770
454,2020,43,294
458,2020,43,30152702
454,2020,44,10785699
458,2020,44,809215716
454,2020,45,5022
458,2020,45,851165
454,2020,46,61318
458,2020,46,4648642
454,2020,47,475329
458,2020,47,508620881
454,2020,48,46286704
458,2020,48,1714407569
454,2020,49,254712883
458,2020,49,132009905
454,2020,50,4138
458,2020,50,2912555
454,2020,51,108945
458,2020,51,9045298
454,2020,52,1342841
458,2020,52,351514696
454,2020,53,1101120
458,2020,53,3942881
454,2020,54,3896458
458,2020,54,317039448
454,2020,55,4750624
458,2020,55,153006702
454,2020,56,2008185
458,2020,56,216576516
454,2020,57,846831
458,2020,57,81835826
454,2020,58,559941
458,2020,58,45024545
454,2020,59,1141570
458,2020,59,146195555
454,2020,60,919469
458,2020,60,93716081
454,2020,61,10970130
458,2020,61,645050033
454,2020,62,14906378
458,2020,62,473339049
454,2020,63,93005192
458,2020,63,682740064
454,2020,64,6479432
458,2020,64,423489621
454,2020,65,2031852
458,2020,65,33277616
454,2020,66,402733
458,2020,66,7550138
454,2020,67,1287018
458,2020,67,14691147
454,2020,68,6556386
458,2020,68,341484679
454,2020,69,14097557
458,2020,69,382109394
454,2020,70,9311991
458,2020,70,736525617
454,2020,71,39152
458,2020,71,3729642767
454,2020,72,82661648
458,2020,72,5087717443
454,2020,73,49782469
458,2020,73,2496443439
454,2020,74,3327074
458,2020,74,2561050145
454,2020,75,9214
458,2020,75,145098681
454,2020,76,13197250
458,2020,76,4888729220
454,2020,78,3987
458,2020,78,86932291
454,2020,79,9519
458,2020,79,400667077
454,2020,80,78360
458,2020,80,96714608
454,2020,81,29051
458,2020,81,175955540
454,2020,82,5550024
458,2020,82,410286233
454,2020,83,7680818
458,2020,83,351478718
454,2020,84,211268773
458,2020,84,17987778735
454,2020,85,137143008
454,2020,86,4548822
454,2020,87,191468416
454,2020,88,8208999
454,2020,89,308854
454,2020,90,37789887
454,2020,91,101518
454,2020,92,334118
454,2020,93,18170579
454,2020,94,27565809
454,2020,95,2220370
454,2020,96,10291204
454,2020,97,78793
470,2020,1,81221
470,2020,2,60165397
470,2020,3,85207930
470,2020,4,55762003
470,2020,5,179385
470,2020,6,4761934
470,2020,7,22411782
470,2020,8,38544980
470,2020,9,8318200
470,2020,10,24204015
470,2020,11,11042907
470,2020,12,6025953
470,2020,13,1980635
470,2020,14,36509
470,2020,15,14685432
470,2020,16,55274546
470,2020,17,17307216
470,2020,18,19629169
470,2020,19,66153424
470,2020,20,29317234
470,2020,21,41140264
470,2020,22,68913321
470,2020,23,35905365
470,2020,24,23687194
470,2020,25,47061360
470,2020,26,13924
470,2020,27,906871734
470,2020,28,6308543
470,2020,29,87645945
470,2020,30,322173060
470,2020,31,1327461
470,2020,32,59384119
470,2020,33,41155929
470,2020,34,30576960
470,2020,35,7335746
470,2020,36,86146
470,2020,37,1735388
470,2020,38,33669350
470,2020,39,183701421
470,2020,40,23012451
470,2020,41,30188
470,2020,42,11864344
470,2020,43,127317
470,2020,44,22127584
470,2020,45,116285
470,2020,46,280071
470,2020,47,22935
470,2020,48,128167585
470,2020,49,19729285
470,2020,50,17683
470,2020,51,20818
470,2020,52,390895
470,2020,53,208336
470,2020,54,6501042
470,2020,55,677497
470,2020,56,4058599
470,2020,57,2292925
470,2020,58,790675
470,2020,59,2461393
470,2020,60,464555
470,2020,61,67580764
470,2020,62,62088974
470,2020,63,28873293
470,2020,64,26288881
470,2020,65,2009281
470,2020,66,1117240
470,2020,67,733565
470,2020,68,16851008
470,2020,69,32455171
470,2020,70,16934306
470,2020,71,19286680
470,2020,72,37825680
470,2020,73,55846079
470,2020,74,19846265
470,2020,75,845268
470,2020,76,25522002
470,2020,78,72908
470,2020,79,542590
470,2020,80,26325
470,2020,81,401851
470,2020,82,9678098
470,2020,83,14890328
470,2020,84,317242148
458,2020,85,57275729326
470,2020,85,578297423
458,2020,86,112201656
470,2020,86,431798
458,2020,87,4500253719
470,2020,87,174360635
458,2020,88,1690234802
470,2020,88,629814603
458,2020,89,2453679059
470,2020,89,228125546
458,2020,90,5380128738
470,2020,90,86418181
458,2020,91,456671019
470,2020,91,16365376
458,2020,92,50140039
470,2020,92,1735255
458,2020,93,18824201
470,2020,93,1610740
458,2020,94,1260856993
470,2020,94,74543471
458,2020,95,444317683
470,2020,95,24901807
458,2020,96,309293410
470,2020,96,15388891
458,2020,97,71568105
470,2020,97,4039845
458,2020,99,1111525016
470,2020,99,840859
478,2020,1,65437
478,2020,2,23945893
478,2020,3,823941
478,2020,4,78078096
478,2020,5,81
478,2020,6,11290
478,2020,7,67094921
478,2020,8,11204861
478,2020,9,20273288
478,2020,10,202851143
478,2020,11,1813142
478,2020,12,102203
478,2020,13,1243429
478,2020,14,10928
478,2020,15,160447395
478,2020,16,1541387
478,2020,17,165455129
478,2020,18,1035008
478,2020,19,17312097
478,2020,20,5819390
478,2020,21,7780190
478,2020,22,2830318
478,2020,23,22089304
478,2020,24,25782194
478,2020,25,41475835
478,2020,26,2059061
478,2020,27,795084439
478,2020,28,36246837
478,2020,29,7049546
478,2020,30,42551721
478,2020,31,17554829
478,2020,32,4557018
478,2020,33,2290088
478,2020,34,12240080
478,2020,35,1637814
478,2020,36,4833338
478,2020,37,78595
478,2020,38,8457740
478,2020,39,43638369
478,2020,40,37108860
478,2020,41,9013
478,2020,42,3553718
478,2020,43,8508
478,2020,44,5608605
478,2020,45,44786
478,2020,46,865982
478,2020,47,35317
478,2020,48,20882862
478,2020,49,3062250
478,2020,50,379255
478,2020,51,87325
478,2020,52,9693382
478,2020,53,69386
478,2020,54,301796
478,2020,55,467862
478,2020,56,1923610
478,2020,57,5952958
478,2020,58,3971512
478,2020,59,550969
478,2020,60,35631
478,2020,61,3697470
478,2020,62,6840738
478,2020,63,13070417
478,2020,64,5236185
478,2020,65,161873
478,2020,66,15994
478,2020,67,34795
478,2020,68,4795231
480,2020,1,19825703
480,2020,2,51604063
480,2020,3,218681657
480,2020,4,110546950
480,2020,5,13475955
480,2020,6,1242279
480,2020,7,37133590
480,2020,8,33592626
480,2020,9,16510279
480,2020,10,113990107
480,2020,11,7346645
480,2020,12,6302090
480,2020,13,1042338
480,2020,14,715041
480,2020,15,46914902
480,2020,16,43211956
478,2020,69,16769347
478,2020,70,4320757
478,2020,71,152412
478,2020,72,38062743
478,2020,73,110753307
478,2020,74,2294089
478,2020,75,65301
478,2020,76,13289280
478,2020,78,15394
478,2020,79,1081077
478,2020,81,4805
478,2020,82,8879187
478,2020,83,3667340
478,2020,84,311886718
478,2020,85,87217980
478,2020,86,6489560
478,2020,87,140433145
478,2020,88,570084
478,2020,89,801353
478,2020,90,15988323
478,2020,91,37900
478,2020,92,497
478,2020,93,465083
478,2020,94,6784675
478,2020,95,1872663
478,2020,96,6466748
478,2020,97,27842
480,2020,17,28700760
480,2020,18,21066590
480,2020,19,66078518
480,2020,20,33049883
480,2020,21,56029548
480,2020,22,39430985
480,2020,23,45805146
480,2020,24,53072970
480,2020,25,50485806
480,2020,26,71879
480,2020,27,635961083
480,2020,28,12162087
480,2020,29,13446745
480,2020,30,154410886
480,2020,31,9765955
480,2020,32,28872429
480,2020,33,56719014
480,2020,34,30295617
480,2020,35,4519727
480,2020,36,935111
480,2020,37,7562885
480,2020,38,47158042
480,2020,39,118454405
480,2020,40,31080502
480,2020,41,4567716
480,2020,42,11191378
480,2020,43,26332
480,2020,44,45661776
480,2020,45,110773
480,2020,46,474619
480,2020,47,8476
480,2020,48,51980836
480,2020,49,6442973
480,2020,50,210839
480,2020,51,8574946
480,2020,52,102351783
480,2020,53,1523418
480,2020,54,13759586
480,2020,55,19170252
480,2020,56,5125505
480,2020,57,2627230
480,2020,58,6821748
480,2020,59,3617822
480,2020,60,4903837
480,2020,61,27406410
480,2020,62,44136121
480,2020,63,32771192
480,2020,64,31284196
480,2020,65,2135766
480,2020,66,977149
480,2020,67,834420
480,2020,68,13772666
480,2020,69,28635771
480,2020,70,17849796
480,2020,71,78891248
480,2020,72,68663287
480,2020,73,94930980
480,2020,74,6333992
480,2020,75,66991
480,2020,76,49042254
480,2020,78,144599
480,2020,79,1153552
480,2020,80,1439
480,2020,81,18070
480,2020,82,12512010
480,2020,83,26628114
480,2020,84,323451662
480,2020,85,274464550
480,2020,86,41554086
480,2020,87,282964550
480,2020,88,1960338
480,2020,89,6787932
480,2020,90,70325553
480,2020,91,17920205
480,2020,92,660116
480,2020,93,360830
480,2020,94,58275528
480,2020,95,22914734
490,2020,1,10113296
496,2020,1,346115
490,2020,2,1624895825
496,2020,2,36407410
490,2020,3,1366476578
496,2020,3,719450
490,2020,4,665210427
496,2020,4,40156089
490,2020,5,194052645
496,2020,5,67344
490,2020,6,23476564
496,2020,6,275118
490,2020,7,290138795
496,2020,7,16402850
490,2020,8,835629815
496,2020,8,18441866
490,2020,9,319118754
496,2020,9,6364013
490,2020,10,1390746470
496,2020,10,63351955
490,2020,11,273197579
496,2020,11,11082456
490,2020,12,1477988816
496,2020,12,3487036
490,2020,13,65761156
496,2020,13,763841
490,2020,14,19571592
496,2020,14,7021
490,2020,15,386974974
496,2020,15,35800783
490,2020,16,200209136
496,2020,16,8297325
490,2020,17,303739806
496,2020,17,45395826
490,2020,18,123912085
496,2020,18,48494021
490,2020,19,531768960
496,2020,19,71021303
490,2020,20,384653969
496,2020,20,39320970
490,2020,21,999530486
496,2020,21,101763726
490,2020,22,1251020730
496,2020,22,47904940
490,2020,23,687172953
496,2020,23,9056027
490,2020,24,266799434
496,2020,24,63114082
490,2020,25,857354802
496,2020,25,16650521
490,2020,26,3346298254
496,2020,26,192332
490,2020,27,29731444498
496,2020,27,990404961
490,2020,28,2528396689
496,2020,28,16791377
490,2020,29,7146942727
496,2020,29,15129583
490,2020,30,4435105643
496,2020,30,117951965
490,2020,31,262464517
496,2020,31,39773741
490,2020,32,1389709788
496,2020,32,23130846
490,2020,33,1520540536
496,2020,33,43866017
490,2020,34,959495134
496,2020,34,43367753
490,2020,35,616458273
496,2020,35,18883370
490,2020,36,11343608
496,2020,36,9671493
490,2020,37,1548512860
496,2020,37,517482
490,2020,38,6240038056
496,2020,38,41688116
490,2020,39,7661438856
496,2020,39,121675839
490,2020,40,1313770916
496,2020,40,101465656
490,2020,41,96775366
496,2020,41,1063326
490,2020,42,807198671
496,2020,42,3795029
490,2020,43,2874412
496,2020,43,171522
490,2020,44,1138718974
496,2020,44,43344492
490,2020,45,2613847
496,2020,45,7041
490,2020,46,8431239
496,2020,46,33289
490,2020,47,604701930
496,2020,47,2665142
490,2020,48,1546647818
496,2020,48,47243678
490,2020,49,171045512
496,2020,49,8142286
490,2020,50,2752921
496,2020,50,52165
490,2020,51,29124373
496,2020,51,4965674
490,2020,52,224876763
496,2020,52,1388587
490,2020,53,3093618
496,2020,53,385924
490,2020,54,296909948
496,2020,54,4018795
490,2020,55,179519402
496,2020,55,1166607
490,2020,56,226391822
496,2020,56,9132245
490,2020,57,34171124
496,2020,57,1560226
490,2020,58,27801413
496,2020,58,232679
490,2020,59,202071014
496,2020,59,2047585
490,2020,60,31508844
496,2020,60,41400
490,2020,61,921908639
496,2020,61,13181569
490,2020,62,901451818
496,2020,62,19266407
490,2020,63,305798035
496,2020,63,28350679
490,2020,64,721947653
496,2020,64,16421808
490,2020,65,50373398
496,2020,65,1293456
490,2020,66,23897155
496,2020,66,140188
490,2020,67,4052175
496,2020,67,38880
490,2020,68,609077048
496,2020,68,89930464
490,2020,69,669222741
496,2020,69,30307153
490,2020,70,1676786663
496,2020,70,45587740
490,2020,71,3794202589
496,2020,71,13247426
490,2020,72,7188736663
496,2020,72,164618869
490,2020,73,2212848706
490,2020,74,4894213968
490,2020,75,536508176
490,2020,76,2461417296
490,2020,78,171990804
490,2020,79,566954354
490,2020,80,200795297
490,2020,81,587734933
490,2020,82,539923581
490,2020,83,326589430
490,2020,84,43167245222
490,2020,85,93265873591
490,2020,86,111305037
490,2020,87,9650988305
490,2020,88,1630652131
490,2020,89,423297350
490,2020,90,14017524771
490,2020,91,430918223
490,2020,92,53446270
490,2020,93,12169076
490,2020,94,1057286776
490,2020,95,998785490
480,2020,96,26537966
490,2020,96,519077325
480,2020,97,1060475
490,2020,97,64225213
490,2020,99,3761256130
498,2020,1,6246890
498,2020,2,36667578
498,2020,3,48133651
498,2020,4,75812594
498,2020,5,5470354
498,2020,6,19018089
498,2020,7,61493010
498,2020,8,82379993
498,2020,9,18559327
498,2020,10,33056674
498,2020,11,26396015
498,2020,12,43580655
498,2020,13,961496
498,2020,14,161887
498,2020,15,21471239
498,2020,16,18951829
498,2020,17,19896975
498,2020,18,26765554
498,2020,19,53713648
498,2020,20,26444067
498,2020,21,75495175
498,2020,22,54920203
498,2020,23,38508872
498,2020,24,51967577
498,2020,25,22962166
498,2020,26,509913
498,2020,27,418543913
498,2020,28,17014851
498,2020,29,12201577
498,2020,30,255910026
498,2020,31,73688127
498,2020,32,41966649
498,2020,33,62025975
498,2020,34,63457662
498,2020,35,10565222
498,2020,36,4238914
498,2020,37,2003311
498,2020,38,111900108
498,2020,39,284717955
498,2020,40,68676847
498,2020,41,26190885
498,2020,42,31612023
498,2020,43,1848815
498,2020,44,126430115
498,2020,45,3875820
498,2020,46,307292
498,2020,47,486415
498,2020,48,86709013
498,2020,49,13635244
498,2020,50,1145341
498,2020,51,4017726
498,2020,52,20656780
498,2020,53,2604092
498,2020,54,36507803
498,2020,55,24069854
498,2020,56,32032014
498,2020,57,6557828
498,2020,58,16718048
498,2020,59,33029778
498,2020,60,37220186
498,2020,61,74735152
498,2020,62,50734513
498,2020,63,42111845
498,2020,64,39513701
498,2020,65,2227738
498,2020,66,951074
498,2020,67,1168572
498,2020,68,42807285
498,2020,69,54711222
498,2020,70,47321847
498,2020,71,10491154
498,2020,72,101427213
496,2020,73,324559302
498,2020,73,135037757
496,2020,74,1722121
498,2020,74,48673929
496,2020,75,172408
498,2020,75,210195
496,2020,76,23748343
498,2020,76,31029510
496,2020,78,155555
498,2020,78,360595
496,2020,79,131169
498,2020,79,301959
496,2020,80,47731
498,2020,80,300728
496,2020,81,41887
498,2020,81,574743
496,2020,82,12669025
498,2020,82,19977288
496,2020,83,7832800
498,2020,83,44106158
496,2020,84,699079933
498,2020,84,494825284
496,2020,85,361518363
498,2020,85,554606451
496,2020,86,67603917
498,2020,86,50872461
496,2020,87,774837290
498,2020,87,331700957
496,2020,88,7057164
498,2020,88,891363
496,2020,89,346605
498,2020,89,905152
496,2020,90,98738574
498,2020,90,92634267
496,2020,91,4393648
498,2020,91,4006309
496,2020,92,709834
498,2020,92,1064219
496,2020,93,10962018
496,2020,94,49450781
498,2020,94,82806951
496,2020,95,7609910
498,2020,95,34000471
496,2020,96,22288742
498,2020,96,41169316
496,2020,97,48787
498,2020,97,103694
498,2020,99,175518466
524,2020,1,7305775
524,2020,2,229553
524,2020,3,12701329
524,2020,4,17740519
524,2020,5,383783
524,2020,6,1839744
524,2020,7,306312448
524,2020,8,147848904
524,2020,9,94989871
524,2020,10,598062430
524,2020,11,11691722
524,2020,12,154901395
524,2020,13,2318207
524,2020,14,1733825
524,2020,15,441018581
524,2020,16,698653
524,2020,17,84237942
524,2020,18,12487631
524,2020,19,58980795
524,2020,20,11224445
524,2020,21,70078795
524,2020,22,18922256
524,2020,23,151494471
524,2020,24,26687417
524,2020,25,96655070
524,2020,26,38224368
524,2020,27,1412662775
524,2020,28,29951519
524,2020,29,80180116
524,2020,30,216056795
524,2020,31,131520316
524,2020,32,49585461
524,2020,33,79923364
524,2020,34,53563156
524,2020,35,15470129
524,2020,36,3530133
524,2020,37,5073358
524,2020,38,122369174
524,2020,39,370245332
524,2020,40,96657601
524,2020,41,332457
524,2020,42,6421948
524,2020,43,193
524,2020,44,42515292
524,2020,45,10397
524,2020,46,48792
524,2020,47,1451610
524,2020,48,92801994
524,2020,49,10785409
524,2020,50,3325746
524,2020,51,22564903
524,2020,52,63290014
524,2020,53,32085534
524,2020,54,17840953
524,2020,55,82550404
524,2020,56,10949559
524,2020,57,4093698
524,2020,58,6103854
524,2020,59,16234581
524,2020,60,34727837
524,2020,61,46553869
524,2020,62,127061584
524,2020,63,32615131
524,2020,64,31033488
524,2020,65,7124192
524,2020,66,2848226
524,2020,67,1045931
524,2020,68,39810381
524,2020,69,85358713
524,2020,70,46252982
524,2020,71,194179770
524,2020,72,907416244
524,2020,73,145851738
524,2020,74,45318764
524,2020,75,113048
524,2020,76,93112204
528,2020,1,1292753890
528,2020,2,4134097803
528,2020,3,2395597339
528,2020,4,4541433167
528,2020,5,503288194
528,2020,6,2565280157
528,2020,7,2901450596
528,2020,8,8197355082
528,2020,9,1759339542
528,2020,10,3224944003
528,2020,11,881331225
528,2020,12,5032014094
528,2020,13,184940730
528,2020,14,93346710
528,2020,15,6739895320
528,2020,16,2003886463
528,2020,17,1023912121
528,2020,18,4238499764
528,2020,19,2794465720
528,2020,20,3113110363
528,2020,21,3139356103
528,2020,22,5147227493
528,2020,23,3620659814
528,2020,24,910035324
528,2020,25,1611742920
528,2020,26,2466574164
528,2020,27,54920561120
528,2020,28,3235558808
528,2020,29,11727790025
528,2020,30,21323213949
528,2020,31,694871927
528,2020,32,3176364677
528,2020,33,3699236876
528,2020,34,2168084677
528,2020,35,1609986085
528,2020,36,64386462
528,2020,37,450744150
528,2020,38,10934337004
528,2020,39,15686724935
528,2020,40,4395977589
528,2020,41,165506800
528,2020,42,1802220038
528,2020,43,23216572
528,2020,44,4372785263
528,2020,45,11470032
528,2020,46,96012470
528,2020,47,1290536616
528,2020,48,5149688668
524,2020,78,2064024
524,2020,79,37334876
524,2020,80,3616716
524,2020,81,146314
524,2020,82,29589008
